date,value
2024-03-17,20.273087992255235
2024-03-18,21.112159092730195
2024-03-19,16.864470608315145
2024-03-20,19.016057407853594
2024-03-21,20.397139580033556
2024-03-22,20.126526144100954
2024-03-23,17.318285417286337
2024-03-24,14.98666718822766
2024-03-25,20.87355142083423
2024-03-26,22.08806055073187
2024-03-27,24.687811821420453
2024-03-28,21.862430833239305
2024-03-29,18.955787891713914
2024-03-30,22.480976423948604
2024-03-31,21.40537262402838
2024-04-01,20.32788883692114
2024-04-02,18.784657404139136
2024-04-03,18.16583980493769
2024-04-04,21.27518557081774
2024-04-05,22.31150721593974
2024-04-06,23.84699042567645
2024-04-07,24.096667182396125
2024-04-08,24.97692314569481
2024-04-09,29.486525572146988
2024-04-10,24.984903099960704
2024-04-11,28.886096782438827
2024-04-12,23.94947677414999
2024-04-13,24.444082153479876
2024-04-14,25.29084029215133
2024-04-15,22.505719989430553
2024-04-16,31.36236356356649
2024-04-17,28.240344162020172
2024-04-18,29.72265152964397
2024-04-19,32.523253821502216
2024-04-20,29.682055168449434
2024-04-21,32.883052585616596
2024-04-22,23.321587344620397
2024-04-23,32.555333205642455
2024-04-24,30.414134944717574
2024-04-25,28.54252551107011
2024-04-26,32.80588784288634
2024-04-27,30.406107931533292
2024-04-28,28.793010243237394
2024-04-29,25.89077030918826
2024-04-30,35.24222689489476
2024-05-01,24.517566834684526
2024-05-02,31.262946286997607
2024-05-03,35.126049008697734
2024-05-04,32.86962181780466
2024-05-05,29.757677410865334
2024-05-06,30.677383577765564
2024-05-07,29.837013636797593
2024-05-08,31.96420263906838
2024-05-09,31.134258166362585
2024-05-10,28.08534632661776
2024-05-11,27.570735751284502
2024-05-12,33.9578072953595
2024-05-13,27.87093108192445
2024-05-14,28.102624710109374
2024-05-15,36.54202656003338
2024-05-16,28.548456630323393
2024-05-17,27.183651766679475
2024-05-18,27.864713750055017
2024-05-19,31.98468190692482
2024-05-20,28.022692829828237
2024-05-21,29.312968211851228
2024-05-22,23.694652831611734
2024-05-23,27.65951982662171
2024-05-24,29.03539171819603
2024-05-25,28.8181241623961
2024-05-26,32.08887730907554
2024-05-27,29.438151319468158
2024-05-28,20.730807881313783
2024-05-29,23.598340447161554
2024-05-30,25.164712200704173
2024-05-31,26.37292602273546
2024-06-01,26.96913689725524
2024-06-02,28.142779019881576
2024-06-03,22.12323765841822
2024-06-04,20.517936798656265
2024-06-05,27.794041603957943
2024-06-06,23.0853204060448
2024-06-07,19.48043815554421
2024-06-08,22.751805915648568
2024-06-09,23.812320560174232
2024-06-10,21.703226064996382
2024-06-11,21.608769555192637
2024-06-12,26.89818276496559
2024-06-13,21.46018307377198
2024-06-14,24.839149258468403
2024-06-15,24.495418504148642
2024-06-16,22.961057335744428
2024-06-17,29.659976157155583
2024-06-18,20.32769054425747
2024-06-19,30.100100678032817
2024-06-20,21.233704962034537
2024-06-21,22.941922742205236
2024-06-22,24.381960187208666
2024-06-23,26.42307568874994
2024-06-24,25.451638470069987
2024-06-25,22.89968056207384
2024-06-26,22.991649983213005
2024-06-27,26.91223806130665
2024-06-28,27.936651587598444
2024-06-29,22.917820224984027
2024-06-30,27.47929468546704
2024-07-01,26.020523703451506
2024-07-02,25.44669084336475
2024-07-03,22.276174471246744
2024-07-04,22.11569638953566
2024-07-05,26.596861971962817
2024-07-06,18.844349486409385
2024-07-07,24.820022222827255
2024-07-08,27.423021731326365
2024-07-09,22.494214447936237
2024-07-10,31.05490746114218
2024-07-11,31.461464501226835
2024-07-12,24.990181825564882
2024-07-13,27.70938730147058
2024-07-14,28.023752350012117
2024-07-15,27.3354451707893
2024-07-16,27.833920089171997
2024-07-17,30.627898949088554
2024-07-18,33.94931727611585
2024-07-19,30.36522561723931
2024-07-20,30.785405548388322
2024-07-21,31.21849679648863
2024-07-22,29.52142593361456
2024-07-23,33.16401004788515
2024-07-24,30.715417114565557
2024-07-25,29.835903035631528
2024-07-26,34.26215677280034
2024-07-27,28.29651372419969
2024-07-28,32.01141158207861
2024-07-29,32.59429214991303
2024-07-30,33.53684838776724
2024-07-31,30.304518814121717
2024-08-01,32.049344816892514
2024-08-02,34.304380596024316
2024-08-03,36.40831517965267
2024-08-04,34.8369118531019
2024-08-05,34.80572316315923
2024-08-06,33.41905773504551
2024-08-07,35.724468705114205
2024-08-08,28.865001970678755
2024-08-09,37.558340976830216
2024-08-10,38.466120281915735
2024-08-11,36.100551346765116
2024-08-12,33.791019622166765
2024-08-13,39.58952038359213
2024-08-14,34.602119370807195
2024-08-15,39.655441043070596
2024-08-16,35.61896495143792
2024-08-17,34.3660759257865
2024-08-18,35.6818417032865
2024-08-19,34.44442286674656
2024-08-20,35.64675603819784
2024-08-21,37.19944866876516
2024-08-22,35.198073681493305
2024-08-23,34.56674332775295
2024-08-24,35.504588003831145
2024-08-25,36.361302065729745
2024-08-26,35.21418387505431
2024-08-27,36.36510782344645
2024-08-28,36.255449824411954
2024-08-29,35.311409169536496
2024-08-30,36.146497422220214
2024-08-31,34.16727723582194
2024-09-01,36.71782401099492
2024-09-02,34.645589509400864
2024-09-03,35.46383185451132
2024-09-04,32.64649025850631
2024-09-05,29.3464571307438
2024-09-06,31.493909710892552
2024-09-07,32.43385645454258
2024-09-08,32.98405271402683
2024-09-09,31.72352385293334
2024-09-10,35.191874549232246
2024-09-11,28.083696402167774
2024-09-12,26.67648460017061
2024-09-13,30.358109228746184
2024-09-14,28.891246183454776
2024-09-15,30.425475509644905
2024-09-16,31.761455306462516
2024-09-17,36.62577800934101
2024-09-18,26.497847261731952
2024-09-19,26.91913424544388
2024-09-20,29.261362444628098
2024-09-21,25.615405496740735
2024-09-22,27.24821522464535
2024-09-23,32.17092816371585
2024-09-24,28.759800247631674
2024-09-25,28.757660282219334
2024-09-26,31.48900173940586
2024-09-27,24.506980851232463
2024-09-28,28.994653272449767
2024-09-29,28.569474326909027
2024-09-30,29.3632786959094
2024-10-01,26.28750098472773
2024-10-02,27.731514852062126
2024-10-03,28.613899564185157
2024-10-04,30.764290770079537
2024-10-05,27.286042389692373
2024-10-06,30.712993559116132
2024-10-07,24.135997500040236
2024-10-08,30.566888323809
2024-10-09,31.614441070228303
2024-10-10,27.686490073798225
2024-10-11,29.421549937481295
2024-10-12,30.370441418344598
2024-10-13,31.341262526268512
2024-10-14,33.84258933154033
2024-10-15,31.649167474672232
2024-10-16,30.925583406882595
2024-10-17,31.305927594615426
2024-10-18,32.77036996094268
2024-10-19,34.34061952985796
2024-10-20,33.395887440612725
2024-10-21,31.773724252364882
2024-10-22,32.64214226402127
2024-10-23,31.892125532188498
2024-10-24,32.05654871240876
2024-10-25,33.355559354725756
2024-10-26,33.50758849349961
2024-10-27,37.14574067350071
2024-10-28,32.732357590835726
2024-10-29,36.1742303441138
2024-10-30,33.50004271816091
2024-10-31,38.644589974795835
2024-11-01,37.79907925692468
2024-11-02,40.47628466646252
2024-11-03,39.06365563728406
2024-11-04,35.566307965426965
2024-11-05,38.46336977965346
2024-11-06,37.14506366052002
2024-11-07,37.69362953658198
2024-11-08,36.753524263916454
2024-11-09,38.75219923929767
2024-11-10,39.96984803678335
2024-11-11,40.492104090170315
2024-11-12,46.217154210204185
2024-11-13,39.99386844401873
2024-11-14,40.7778756128385
2024-11-15,40.507275439173924
2024-11-16,40.25409932445228
2024-11-17,40.26187392194323
2024-11-18,41.23038815924979
2024-11-19,40.701788785052976
2024-11-20,43.019599771634766
2024-11-21,42.32259244415066
2024-11-22,39.180840707790075
2024-11-23,41.32287437094805
2024-11-24,42.04653892824798
2024-11-25,40.606040836786455
2024-11-26,40.65849883041529
2024-11-27,40.914858250187834
2024-11-28,42.52817583608566
2024-11-29,41.37309689497045
2024-11-30,39.521120294803666
2024-12-01,40.567414731926185
2024-12-02,43.502770512704686
2024-12-03,38.056725013223605
2024-12-04,41.751446629450136
2024-12-05,39.38244962303583
2024-12-06,48.70046847632751
2024-12-07,41.06190163162587
2024-12-08,39.44780435565164
2024-12-09,38.82111358823141
2024-12-10,35.184414814609454
2024-12-11,37.35464970309677
2024-12-12,43.15154053937965
2024-12-13,38.93348639041082
2024-12-14,37.11532741197639
2024-12-15,37.52062955751938
2024-12-16,37.385188926978
2024-12-17,34.73450776755742
2024-12-18,37.00921889416146
2024-12-19,37.71704950881523
2024-12-20,32.70235926980572
2024-12-21,35.42338385238347
2024-12-22,29.20614346630978
2024-12-23,31.48822504720701
2024-12-24,37.301402866876806
2024-12-25,38.03292346262016
2024-12-26,39.34188783229166
2024-12-27,31.613497537908327
2024-12-28,34.328768086727585
2024-12-29,33.569483027230206
2024-12-30,36.77683268129829
2024-12-31,34.873073979779036
2025-01-01,34.18571470388153
2025-01-02,35.33471578472403
2025-01-03,32.733962417491995
2025-01-04,36.08717408218827
2025-01-05,32.91382800361938
2025-01-06,36.334201047065825
2025-01-07,34.145751225434836
2025-01-08,34.276573976186356
2025-01-09,31.049088231149398
2025-01-10,30.14448290004826
2025-01-11,30.156612931309837
2025-01-12,35.16800543939379
2025-01-13,28.992232484297165
2025-01-14,37.509009467848976
2025-01-15,33.63388122789651
2025-01-16,31.378654545269704
2025-01-17,35.59954303619414
2025-01-18,32.027529890616876
2025-01-19,35.30323017568309
2025-01-20,34.81594874156779
2025-01-21,38.56442179699922
2025-01-22,38.12430245952125
2025-01-23,38.50175498507732
2025-01-24,35.46691097614869
2025-01-25,39.84895294902336
2025-01-26,37.02888060690658
2025-01-27,37.80576759122777
2025-01-28,38.91940376109873
2025-01-29,38.86303419720205
2025-01-30,35.385579351149225
2025-01-31,40.45809611070932
2025-02-01,35.50741567144541
2025-02-02,40.762898296402476
2025-02-03,39.844815111925335
